Little Newport Street,X15-Y15
Little Marlborough Street,U14-V14
Little George Street,Y20
Little Essex Street,AC14-AC15
Little College Street,Y21
Little Chester Street,S20-S21
Little Argyll Street,U14
Litchfield Street,Y14
Lister Lodge,F10
Lisson Street,N10-N11
Lisson Grove Moorings,M8-N8
Lisson Grove,L8-O11
Lisle Street,X15
Linhope Street,O9-P10
Lindsay Square,X25
Lincoln's Inn Fields,AB13-AC13
Lilestone Street,N9
Liddell's Arch,Y21
Lexington Street,W14-W15
Lewisham Street,X20
Leonard Court,K13
Leinster Terrace,J15
Leinster Square,G14
Leinster Place,I14
Leinster Mews,J15
Leinster Gardens,I13-J15
Leicester Street,X15
Leicester Square,X15-X16
Leicester Place,X15
Leicester Court,X15-Y15
Lees Place,Q15-R15
Ledbury Road,E12-E14
Leamington Road Villas,D11-E12
Lazenby Court,Z15
Lauderdale Road synagogue,I8
Lauderdale Road,H8-I8
Larch Court,F10
Lapworth Court,I11
Lapford Close,D8
Lansdowne Row,T16
Lanhill Road,F8
Langley Street,Y14-Z14
Langley Court,Z14
Langham Street,U12
Langham Place,T12-U12
Langford Place,K5
Langford Close,K5
Lancelot Place,O20
Lancefield Street,C7-C8
Lancaster Walk,J15-K19
Lancaster Terrace,L14-L15
Lancaster Place,AA15-AB15
Lancaster Mews,J14-K15
Lancaster Gate,J15-K15
Lancashire Court,T14
Lanark Road,H5-K9
Lanark Place,K9
Lanark Mews,J7-J8
Lambs Close,T20-T21
Lambeth Bridge,Z22
Ladbroke Grove,A8
L'̩cole Bilingue,K10-K11
Knox Street,P11
Knightsbridge Green,O19-O20
Knightsbridge,N19-Q19
Kinnerton Yard,Q20
Kinnerton Street,Q19-Q20
Kinnerton Place South,Q19
Kinnerton Place North,Q19
Kingsway,AA13-AB14
Kingsmill Terrace,L5-M5
Kingly Street,U14-V15
Kingly Court,V14-V15
Kingdom Street,J11
King's Scholars' Passage,U22-V23
"King's College London, Strand Campus",AB15
King's College London,AB13-AB14
King Street,V17-Z15
King Solomon Academy,N10-N11
King Charles Street,Y19
Kilravock Street,A7-C7
Kildare Terrace,G12-G13
Kildare Passage,G13
Kildare Gardens,G13
Kilburn Park Road,F8-H4
Kilburn Lane,A8-D5
Kilburn High Road,G4
Kent Terrace,O8
Kent Passage,O8-P8
Kensington Road,J19-N19
Kensington Gore,J19-L19
Kensington Gardens Square,G13-H14
Kenrick Place,Q11
Kennet Road,D9-E9
Kendall Place,Q12
Kendal Street,N14-O13
Kemps Court,W14
Kemble Street,AA13-AA14
Keeley Street,AA14
Kean Street,AA14
Junction Place,M12
Junction Mews,M12-N12
Jones Street,T15
Johnson's Place,V25-V26
John Watkins Plaza,AB13-AB14
John Prince's Street,U13
John Islip Street,X25-Y23
John Fearon Walk,C6-C7
John Aird Court (116-228),K11
John Aird Court,K10-K11
John Adam Street,Z16
Joe Strummer Subway,M11
Jerome Crescent,M8-N8
Jermyn Street,V17-X16
Jay Mews,K19-K20
Jason Court,S13
James Street,S13-Z15
James Collins Close,D9
Jacob's Well Mews,R12
Ivybridge Lane,AA16-Z16
Ivor Place,O9-P9
Islamic Centre,W14
Irving Street,X16-Y16
Inverness Terrace,H13-I15
Inverness Place,H15-I15
Inverness Mews,H14-I15
Inver Court,H13
Inner Circle,Q8-R8
Inigo Place,Z15
Ingestre Place,W14
India Place,AA14-AB15
Inchbald School of Design,T24
Imperial College St. Mary's Campus,L12-M12
Imperial College London,K21-L20
Imperial College Central Library,K21
Ilchester Gardens,G14-G15
Ilbert Street,A7-C7
Hyde Park Towers,I15-J15
Hyde Park Street,N13-N14
Hyde Park Square Mews,M13-N14
Hyde Park Square,M14-N14
Hyde Park Gardens Mews,M14-N14
Hyde Park Gardens,L15-N14
Hyde Park Crescent,M13-N13
Hyde Park Corner Subway,R19
Hyde Park Corner,R19-S19
Huxley Street,A8-B7
Huntsworth Mews North,P9
Huntsworth Mews,P10-P9
Hunt's Court,Y15
Hungerford Lane,Z16-Z17
Hungerford Bridge,Z17
Hugh Street,T23-T24
Hugh Mews,T23
Hudson's Place,U22-U23
Howley Place,J11-K10
Howick Place,V21-W21
Howards Way,M11-M12
Houghton Street,AB14
Horseferry Road,W22-Z22
Horse Guards Road,X17-X19
Horse Guards Avenue,Y18-Z18
Horse and Dolphin Yard,X15
Hormead Road,D10-D9
Hopkins Street,W14
Hope,R12-S12
Hop Gardens,Y15
Homer Street,N11-O12
Homer Row,N11-O12
Holy Trinity,K20
Holy Apostles,U25
Holles Street,T13
Hollen Street,W13
Holbein Place,Q24
Holbein Mews,Q24
Hogan Mews,K11
Hobhouse Court,X16
Hobart Place,S21-T21
Hinde Street Methodist Church,R12-S12
Hinde Street,R13-S12
Hinde Mews,S13
Hillside Close,I5
Hills Place,U13-V13
Hill Street,S17-T16
Hill Road,J6-K5
Highworth Street,N11
Hide Place,W23-W24
Hertford Street,S17-S18
Herries Street,C5-C6
Herrick Street,X24-Y23
Hermitage Street,L11-L12
Hermes Close,E9-F9
Hereford Road,F12-G15
Hereford Mews,G13
Henstridge Place,M4-N4
Henrietta Street,Z15
Henrietta Place,S13-T13
Henderson Drive,L8
Heddon Street,V15
Heather Walk,B8-C8
Heathcock Court,Z16
Heads Mews,F13
Headfort Place,R20-S20
Haymarket,W16-X17
Hayes Place,O10
Hay's Mews,S16-S17
Hay Hill,T16-U16
Hawthorn Walk,B8
Haunch of Venison Yard,T14
Hatton Street,L10-L9
Hatton Row,L10
Hatherly Street,V23
Hatherley Street,V23
Hatherley Grove,H13
Harrowby Street,N13-O12
Harrow Street,N11
Harrow Road Open Space,B8
Harrow Road Jamme Mosque,C7-D7
Harrow Road,A8-M11
Harrington Court,C6
Harley Street,S10-T13
Harley Place,S12
Harewood Row,O10
Harewood Place,T13-T14
Harewood Avenue,N9-O11
Harcourt Street,N11-O11
Harbet Road,M11-M12
Hanway Street,X12-X13
Hanway Place,X12-X13
Hanson Street,U11-V11
Hansel Road,G6
Hanover Terrace,O7-O8
Hanover Street,U14
Hanover Square,T14-U14
Hanover Mews,O8
Hanover Gate,N7-O7
Hampden Gurney Street,O13-P13
Hampden Gurney CofE Primary School,O13
Hamilton Terrace,I5-K8
Hamilton Place,S18
Hamilton Mews,S18
Hamilton Gardens,K6
Hamilton Close,K8-L8
Ham Yard,W15
Hallfield School,I13-I14
Hallam Street,T10-U12
Hallam Mews,T11-U11
Hall Road,J7-K6
Hall Place,K10-L10
Hall Gate,K7
Halkin Street,R19-R20
Halkin Place,Q20-Q21
Halkin Mews,Q20
Halkin Arcade,Q20
Half Moon Street,T17
Ha'Penny Steps,C8
Guildhouse Street,U23-U24
Guards Chapel,W20
Grove Gardens,N7
Grove End Road,L5-L8
Grotto Passage,R11
Grosvenor Street,S15-T15
Grosvenor Square,R15-S15
Grosvenor Road,S26-X25
Grosvenor Place,R19-T21
Grosvenor Hill,T15
Grosvenor Gate,Q16
Grosvenor Gardens Mews South,T22
Grosvenor Gardens Mews North,S21-T21
Grosvenor Gardens Mews East,T21
Grosvenor Gardens,T21-T22
Grosvenor Estate,Q19
Grosvenor Crescent Mews,Q19-R19
Grosvenor Crescent,R19-R20
Grosvenor Chapel,R16-S16
Groom Place,R20-S20
Grittleton Road,F8-F9
Greycoat Street,W22
Greycoat Place,W22
Greycoat Gardens,W22
Grey Coat Hospital School,W22
Greville Road,G4-I5
Greville Place,H4-I4
Gresse Street,W12-X12
Grendon Street,N8-N9
Greenwell Street,U10
Greencoat Row,V22-W22
Greencoat Place,V23-W22
Greenberry Street,N5-N6
Green's Court,W14-W15
Green Street,Q15-R14
Greek Street,X13-X14
Greek Orthodox Cathedral of St Sophia,G14-G15
Greek Court,X14
Great Windmill Street,W15-W16
Great Western Road,E12-E9
Great Titchfield Street,U10-V13
Great Smith Street,X20-X21
Great Scotland Yard,Y17-Z17
Great Queen Street,AA13-AA14
Great Pulteney Street,W14-W15
Great Portland Street,T9-U13
Great Peter Street,W22-Z21
Great Newport Street,Y15
Great Marlborough Street,U14-V13
Great George Street,X19-Y20
Great Cumberland Place,P13-P14
Great Cumberland Mews,P13-P14
Great College Street,Y21-Z21
Great Chapel Street,W13
Great Chapel College,X13
Great Central Street,O10-O11
Great Castle Street,U13
Gray's Yard,R13-S13
Granville Place,Q13-Q14
Grantully Road,G7-H7
Grantham Place,S18
Grange Court,AB13-AB14
Grand Union Canal (Paddington Branch) towpath,D10-E10
Graham Terrace,Q24-R23
Grafton Street,U15-U16
Government Offices,Z17
Goslett Yard,X13
Gosfield Street,U11-U12
Goodwins Court,Y15
Goodge Street,V12-W12
Goldney Road,F10-F9
Golden Square,V15
Golden Jubilee Bridges,Z17
Golden Jubilee Bridge,AA17-Z17
Godson Yard,F8
Gloucester Terrace,H12-L15
Gloucester Street,U26-V24
Gloucester Square,M13-M14
Gloucester Place Mews,P12-Q12
Gloucester Place,P8-Q13
Gloucester Mews West,J13
Gloucester Mews,J13-K14
Gloucester Gardens,I12-I13
Globe Yard,S14-T14
Glentworth Street,P10-P9
Glasshouse Street,V15-W16
Glasgow Terrace,U26
Gilpin Close,K11
Gillingham Street,U23
Gillingham Row,U23
Gildea Street,U12
Gilbert Street,S14
Gerrard Street,X15
Gerrard Place,X14-X15
Gerald Road,R23
George Yard,R14-S14
George Street,O13-R12
George Lowe Court,H10-H11
George Eliot Infants School,K2-L3
George Court,Z16
Gee's Place,S13-S14
Gayfere Street,Y21-Y22
Gatliff Road,S25-S26
Gateway Primary School,M9
Gateforth Street,M9-N9
Gate Mews,N19-N20
Garway Road,G13-G14
Garrick Street,Y15-Z15
Garden Terrace,W24
Garden Road,K6
Garden Court,AC15
Garden Bridge,AC15-AC16
Garbutt Place,R11
Ganton Street,V14
Galton Street,B7-B8
Fynes Street,W23-X23
Fulton Mews,I14-I15
Frith Street,X13-X14
French Protestant Church of London,W13
Frederick Close,O14
Frederic Mews,Q19
Francis Street,V22-V23
Francis Holland School,P9
Frampton Street,L10-M8
Fourth Avenue,B7-B8
Fountain Square,T23
Fouberts Place,V14
Foubert's Place,U14-V14
Foscote Mews,G10
Fosbury Mews,I15
Forset Street,O12-O13
Formosa Street,H10-I9
Fordingley Road,E7
Foley Street,U12-V11
Fo Guang Temple,V12
Flower Walk,I19-L18
Floral Street,Y15-Z14
Fleming Close,E9-F9
Flaxman Court,W14
Fitzmaurice Place,T16
Fitzhardinge Street,Q13-R13
Fisherton Street,L9-M9
First Avenue,C8
Finchley Road,L2-L5
Finchley Place,K4-L4
Fifth Avenue,B6-B8
Fernleigh Close,D6-E6
Fernhead Road Methodist Church,E7
Fernhead Road,D5-E9
Fermoy Road,D10-D9
Farm Street,S16
Falconberg Mews,X13
Fairlop Place,M7
Fairholt Street,N21
Fairey House School,X24
Eyre Court,L4-L5
Exhibition Road,L19-L21
Exeter Street,AA15
Exchange Court,Z15-Z16
Excel Court,X16
Evelyn Yard,W13-X12
Euston Road,T9-U9
Esterbrooke Street,W23-X24
Estate Office,J12-J13
Essex Street,AC14-AC15
Essendine Road,F8-G7
Essendine Primary School,F7-F8
Errington Road,E9
Ergon House,Y22
Erasmus Street,X24-Y23
Ennismore Street,N20
Ennismore Mews,M20-N20
Ennismore Gardens Mews,M20-N20
Ennismore Gardens,M19-M21
Enford Street,O11
Endell Street,Z14
Enbrook Street,B8-C8
Emmanuel Evangelical Church,Y22
Emery Hill Street,V22-W22
Embankment Place,Z17
Emanuel Parish Church,D9
Elverton Street,W23-X22
Elvaston Place,K21
Elsie Lane Court,G12
Elnathan Mews,H9-I10
Elms Mews,K15
Elmfield Way,F10
Elm Tree Road,L6-L7
Elm Tree Close,L6-L7
Elm Court,F10
Elkstone Road,E10
Elizabeth Street,R22-S23
Elizabeth Close,K9
Elizabeth Bridge,S23-T24
Eliot Mews,J5
Elgin Mews South,I7
Elgin Mews North,I6-I7
Elgin Avenue,E9-I6
Edwards Mews,R13
Edward Wilson Primary School,H10-H11
Edinburgh Gate,O19
Edgware Road,K9-P14
Eden House College,X13
Edbrooke Road,F9-G9
Eccleston Street Post Office,S22
Eccleston Street,S22-T23
Eccleston Square Mews,U24
Eccleston Square,T24-U23
Eccleston Place,S23-T23
Eccleston Mews,R21-S21
Eccleston Bridge,T23
Ebury Strreet,R24
Ebury Street,R24-T21
Ebury Square,S24
Ebury Mews East,S22
Ebury Mews,S22-S23
Ebury Bridge Road,R26-S24
Ebury Bridge,S24
Eaton Terrace Mews,Q23
Eaton Terrace,Q23-R24
Eaton Square School,U24
Eaton Square Pre-Prep & Nursery,S22
Eaton Square,Q22-S21
Eaton Row,S21
Eaton Place,Q22-S21
Eaton Mews West,R23
Eaton Mews South,R22-S22
Eaton Mews North,Q22-R21
Eaton Lane,T21
Eaton Gate,Q23-R23
Eaton Close,Q23
Eastcastle Street,V13-W12
Eastbourne Terrace,J12-K13
Eastbourne Mews,J12-K13
East-West Cycle Superhighway,Z18-Z19
East Tunnel,R4
Easleys Mews,S13
Eamont Street,N5-O5
Eagle Wharf,X26
Eagle Place,W16
Durweston Street,P11
Durweston Mews,Q11
Durham Terrace,G12
Durham House Street,Z16
Duplex Ride,Q19
Dunstable Mews,S11
Dunraven Street,Q14-Q15
Duncannon Street,Y16-Z16
Duke's Yard,S14
Duke's Mews,R13
Duke Street St James's,V16-V17
Duke Street,R13-S15
Duke of York Street,W16-W17
Duke of Wellington Place,R19-S19
Dufour's Place,V14
Dudley Street,K11-K12
Duck Lane,W14
Duchess Street,T12-U11
Duchess Mews,T11-T12
Dryden Street,Z13-Z14
Drury Lane,AA14-AB14
Drummond Gate,X25
Droop Street,A7-C8
Drayford Close,D8
Downing Street,Y19
Downfield Close,G10-H9
Down Street Mews,S18
Down Street,S18
Dowland Street,C6
Dover Yard,U16-U17
Dover Street,U16-U17
Douglas Street,W24-X24
Dorset Street,P12-R11
Dorset Square,P10
Dorset Close,P10
Dorman Way,K2
Dorchester Ride,P15-R18
Dolphin Square West,V26-V27
Dolphin Square,W26
DLD College,S12
Diadem Court,W13
Dhighs,I9
Devonshire Terrace,J14-K14
Devonshire Street,R11-U10
Devonshire Row Mews,T10-T11
Devonshire Place Mews,R10-S11
Devonshire Place,S10-S11
Devonshire Mews West,S10
Devonshire Mews South,S10-S11
Devonshire Mews North,S10
Devonshire Close,S10-T11
Devereux Court,AC14
Deutsche Evangelische Christuskirche,N20
Desborough Close,H10-I11
Dering Street,T14
Derby Street,S17
Derby Gate,Y19-Z19
Denning Close,K7
Denman Street,W15
Denman Place,W15
Denholme Road,D7-E6
Denbigh Street,V23-V25
Denbigh Place,U25-V24
Denbigh Mews,V24
Dell's Mews,V24
Delaware Road,G8-H9
Delamere Terrace,H10-I11
Delamere Street,I11
Deanery Street,R17-S17
Deanery Mews,R17
Dean's Yard,Y20-Y21
Dean's Mews,T12
Dean Trench Street,Y22
Dean Street,W13-X15
Dean Stanley Street,Y22-Z22
Dean Ryle Street,Y22-Y23
Dean Farrar Street,X20-X21
Dean Bradley Street,Y22
De Walden Street,S11-S12
Dawson Place,G14
Davies Street,S14-T16
Davies Mews,S14
David Mews,Q10-Q11
Davey's Court,Y15-Z15
Daventry Street,N10-N11
Dartmouth Street,X20
Dartmouth Close,E12
Dart Street,C6-D6
Dansey Place,X15
Dacre Street,W20-X21
D'Arblay Street,V14-W13
Cuthbert Street,L10
Curzon Street,R17-T16
Curzon Square,S17
Curzon Gate,R17
Curtis Green Building,Z19
Cureton Street,X24
Cunningham Place,L8-L9
Cundy Street,R24-S24
Cumberland Street,T24-U26
Cumberland Gate,P14-Q14
Culworth Street,N5
Culross Street,Q15-R15
Croxley Road,D7-E7
Crown Reach Riverside Walk,X26-Y25
Crown Passage,V17-V18
Crown Court,AA14-Z14
Crown Court,AA14
Cross Keys Close,S12
Cropthorne Court,J7-J8
Crompton Street,K10-L9
Crawford Street,O12-Q11
Crawford Place,O12
Crawford Mews,P11
Craven Terrace,K14-K15
Craven Street,Y16-Z17
Craven Road,K13-K14
Craven Passage,Z17
Craven Hill Mews,J14
Craven Hill Gardens,I15-J14
Craven Hill,J14-K14
Cranbourn Street,X15-Y15
Cranbourn Alley,Y15
Cramer Street,R11-R12
Craig's Court,Y17
Cowley Street,Y21
Coventry Street,W16-X15
Covent Garden Piazza,AA15-Z15
Courtnell Street,E12-E13
Cosway Street,N10-N11
Corpus Christi Catholic Church,Z15
Cornwall Terrace Mews,Q10-Q9
Corner House Street,Y17-Z17
Corlett Street,M11
Cork Street Mews,U15-U16
Cork Street,U15-U16
Coomassie Road,D8
Constitution Hill,S19-V19
Connaught Street,N14-O13
Connaught Square,O13-O14
Connaught Place,O14-P14
Connaught Close,N14
Conduit Street,U14-U15
Conduit Place,L13
Conduit Passage,L13
Conduit Mews,K13-L14
Conduit Court,Y15-Z15
Cond̩ Nast College of Fashion & Design,X14
Colville Terrace,E13
Colonnade Walk,S23-T23
Colonda Walk,S23
Cockspur Street,X17-Y17
Cockspur Court,X17-Y17
Cockpit Steps,X20
Cochrane Street,M5-M6
Cochrane Mews,M5
Coburg Close,V22
Coach and Horses Yard,U15
Cloucester Mews West,J13
Cliveden Place,Q23
Clive Steps,Y19
Clipstone Street,U11-V10
Clipstone Mews,U10-U11
Clifton Villas,I10
Clifton Road,J9-K8
Clifton Place,L14-M14
Clifton Hill,I4-K3
Clifton Gardens,I10-J9
Clifton Court,K9
Clifford Street,U15
Cleveland Terrace,J13-K12
Cleveland Street,V12
Cleveland Square,I14-J14
Cleveland Row,V18
Cleveland Place,V17-W17
Cleveland Gardens,I13-J13
Clenston Mews,P13
Clement's Inn Passage,AB14
Clement's Inn,AB14-AC14
Clearwell Drive,H10-H9
Clay Street,P11-Q11
Claverton Street,V25-V27
Clarkes Mews,S11
Clarges Street,T17
Clarges Mews,T16-T17
Clarendon Terrace,K9
Clarendon Street,T25-U24
Clarendon Place,M14-N15
Clarendon Mews,M14-N14
Clarendon Gardens,J9-K9
Clarendon Close,N14
Clarence Terrace,P9
Claremont Road,D5
Clare Market,AB14
"City of Westminster College, Maida Vale Centre",G8
City of Westminster College,L10-L11
City of Westminster College,L11
City of Westminster College,N10
Cirencester Street,G10-G11
Circus Road,K6-M5
Circus Mews,O11
Churton Street,V24
Churton Place,V24
Churchill Gardens Road,T26-V26
Churchill Gardens Primary School,V25-V26
Church Street Library,M10
Church Street Estate,M10
Church Street Children's Centre,M10-N10
Church Street,L11-N9
Church Place,V16-W16
Church of the Immaculate Conception,S16
Church of the Handmaids of the Sacred Heart of Jesus,O4
Church of St Mary,L11
Church of Saint Peter,S21
Christ Church Bentinck Church of England Primary School,N10-N11
Christ Church,S18
Chippenham Road,F10-F8
Chippenham Mews,F10-F9
Chippenham Gardens,F7-F8
Ching Court,Y14
Chilworth Street,J14-K13
Chilworth Mews,K13
Chiltern Street,Q10-R12
Chichester Street,V26-W26
Chichester Road,I10-I11
Cheval Place,N20
Chesterfield Street,S17
Chesterfield Hill,S16-S17
Chesterfield Gardens,S17
Chester Street,R21-S20
Chester Square Mews,S22
Chester Square,R23-S22
Chester Row,Q24-R23
Chester Road,R8-S7
Chester Mews,S20-S21
Chester Close,S20
Chesham Street,Q21-Q22
Chesham Place,Q21-R21
Chesham Mews,Q21
Chesham Close,Q21-Q22
Cherry Tree Nursery,F13
Chepstow Road,F12-F13
Chepstow Place,F13-G15
Chelsea Embankment,S26
Chelsea College of Art and Design: Triangle Space,Y25
Chelsea College of Art & Design,X24-Y24
Chelsea College of Art & Design,Y24
Chelsea Bridge Road,Q25-S26
Chelsea Bridge,S26-S27
Charlwood Street,U25-W24
Charlwood Place,V24
Charlotte Place,U23-W12
Charles Street,S17-T16
Charles Lane,M5-N5
Charles II Street,W17-X16
Charlbert Street,N4-N5
Charing Cross Road,Y14-Y16
Charing Cross Police Station,Y16-Z16
Charing Cross,Y17
Chapter Street,W24-X23
Chapone Place,X14
Chapel Street,N11-R20
Chapel Side,G15
Chapel Place,T13
Chantry Close,E9
Chandos Street,T12
Chandos Place,Y16-Z15
Chamberlayne Road,A7
Chagford Street,P10-P9
Chadwick Street,W22-X21
Cervantes Court,H14-I14
Cerney Mews,K14
Central Synagogue,U11
Celbridge Mews,H12
Cecil Grove,O4
Cecil Court,Y15
Caxton Street,W21
Cavendish Square,T13
Cavendish Place,T12-U12
Cavendish Mews South,U11
Cavendish Mews North,T11-U11
Cavendish Close,L6-M6
Cavendish Avenue,L6-M6
Causton Street,X24-X25
Cato Street,N12-O12
Catholic Church of Our Lady,L8-M8
Catholic Apostolic Church,K10
Catherine Wheel Yard,V18
Catherine Street,AA14-AA15
Catherine Place,U21-V21
Cathedral Walk,U21
Cathedral of the Dormition and All Saints,M20-N20
Castlereagh Street,O12
Castle Lane,V20-V21
Castellain Road,H8-I9
Casey Close,N8
Carting Lane,AA15-AA16
Carteret Street,X20
Carrington Street,T17
Carpenter Street,S15
Caroline Terrace,Q23-R23
Caroline Place Mews,H15
Caroline Place,H15
Caroline Close,H15
Carnaby Street,V14-V15
Carlton Vale,G6-H5
Carlton Street,W16
Carlton House Terrace,W17-X17
Carlton Hill,H5-K3
Carlton Gardens,W17-W18
Carlos Place,S15-S16
Carlisle Street,W13-X13
Carlisle Place,U22-V23
Carey Street,AB13-AC13
Carey Place,W24-X24
Cardinal Walk,U22-V21
Carburton Street,U10
Caradoc Close,E12-F12
Capland Street,M9
Capellan�_a Catolica Espa̱ola,G15
Canon Row,Z19-Z20
Candover Street,V11-V12
Canal Walk,J11-K11
Cambridge Street,T24-V25
Cambridge Square,M13-N13
Cambridge Road,F7
Callendar Road,K20-K21
Callard Close,K9
Caird Street,C7-C8
Cabbell Street,N11-N12
Bywell Place,V12
Byron Mews,F8
Buttermere Court,L2-L3
Butler Place,W21
Bush House Arcade,AB14
Bury Street,V17
Burwood Place,N13
Burton Mews,R23-S23
Burne Street,M11-N11
Burlington Gardens,U16-V16
Burlington Close,E9
Burlington Arcade,U16-V16
Burleigh Street,AA15
Burdett-Coutts & Townshend Foundation CE Primary School,W22
Burdett Mews,H13
Buonaparte Mews,W25-X25
Bunhouse Place,R24
Bulstrode Street,R12-S12
Bulstrode Place,S12
Bulleid Way,T23
Bull Inn Court,Z15-Z16
Bulinga Street,Y24
Budge's Walk,I17-L15
Buckingham Street,Z16
Buckingham Place,U20-U21
Buckingham Palace Road,S24-V19
Buckingham Mews,U20
Buckingham Gate,U20-W21
Buckingham Arcade,Z16
Brydges Place,Y16-Z16
Bryanston Street,P14-Q14
Bryanston Square,P12-P13
Bryanston Place,O12
Bryanston Mews West,O12-P13
Bryanston Mews East,P12
Bruton Street,T15-U15
Bruton Place,T15
Bruton Lane,T15-T16
Brunswick Place,S10-S9
Brunswick Mews,P13
Brunel Estate,E11
Bruckner Street,C6-C7
Broxwood Way,O4
Browning Mews,S11-S12
Browning Close,K9
Brown Street,O12-O13
Brown Hart Gardens,R14-S14
Brooke Court,C5-C6
Brook's Mews,S15-T14
Brook Street,M14-T14
Brook Mews North,K14-K15
Brook Gate,Q15
Brompton Road,O20-P19
Broadwick Street,V14-W14
Broadway Post Office,W21
Broadway,W20-W21
Broadwalk,T9
Broadstone Place,Q11-Q12
Broadley Terrace,N9-O9
Broadley Street,M11-N9
Broadbent Street,T15
Broad Sanctuary,X20-Y20
Broad Court,AA14-Z14
British Library of Political and Economic Science,AB13
Bristol Mews,I10
Bristol Gardens,I10
Bridstow Place,F12-F13
Bridle Lane,V14-W15
Bridgeman Street,M5-N5
Bridge Street,Y19-Z20
Bridge Place,T23-U22
Bridford Mews,T10
Brick Street,S18-T17
Briar Walk,B8
Brewers Green,W21
Brewer Street,V15-W14
Bressenden Place,T21-U22
Brendon Street,N12-O12
Bremner Road,J20-K20
Bravington Road,C5-D8
Bravington Place,C8-D8
Bradiston Road,D6-E6
Braden Street,H9
Boyle Street,U15
Bowland Yard,Q19
Bow Street,AA14-Z14
Bouverie Place,M12
Bourne Terrace,G11-I11
Bourne Street,Q23-R24
Bourlet Close,V12
Bourdon Street,T15
Bourdon Place,T15
Bourchier Street,W14-X14
Boundary Road,I4-L2
Boundary Estate,J3
Bott's Mews,F13
Boston Place,O10-O9
Boscobel Street,L10-M10
Boscobel Place,R22-R23
Booth's Place,V12
Bolton Street,T17-U17
Bolton Road,I4
Bolsover Street,U11-U9
Boldero Place,M9-N9
Bluebell Lodge,E10
Blue Bridge,W19
Blue Ball Yard,V17
Bloomfield Terrace,R24
Bloomfield Place,T15
Bloomburg Street,W23-W24
Blomfield Villas,I11
Blomfield Road,H10-K9
Blomfield Mews,I11
Blenheim Terrace,I5-J4
Blenheim Street,T14
Blenheim Road,J4-K4
Blenheim Passage,J4
Bledlow Close,M9
Blandford Street,Q12-R12
Blackburne's Mews,R15
Black Lion Gate,H16
Bishops Bridge Road,K11
Bishop's Bridge Road,H13-J12
Bishop's Bridge,J12-K11
Birdcage Walk,U20-X19
Bird Street,R13-S14
Binney Street,S14-S15
Bingham Place,R10-R11
Bilton Towers,P13
Biddulph Road,H7-I8
Bickenhall Street,P11-Q10
Beverston Mews,P11
Bessborough Street,W25-X25
Bessborough Place,X25
Bessborough Gardens,X25
Berwick Street,V13-W14
Bernhardt Crescent,N8-N9
Berners Street,V12-W13
Berners Place,W12-W13
Berners Mews,V12-W12
Berkeley Street,T15-U17
Berkeley Square,S15-T16
Berkeley Mews,Q13
Bentinck Street,S12
Bentinck Mews,S12
Bennett's Yard,Y22
Bennet Street,U17-V17
Bendall Mews,N10-O10
Bell Yard,AC13-AC14
Bell Street,M11-O10
Belgravia Police Station,S24
Belgrave Yard,S22
Belgrave Square,Q20-R20
Belgrave Road,T23-W25
Belgrave Place,R21-S22
Belgrave Mews West,Q21
Belgrave Mews South,R21
Belgrave Mews North,Q20-R20
Belgrave Gardens,I3-I4
Beethoven Street,B6-C6
Beeston Place,T21
Beech Court,F10
Bedfordbury,Y15-Z16
Bedford Street,Z15-Z16
Bedford Court,Z15
Beaumont Street,R10-S11
Beaumont Mews,R11-S11
Bear Street,X15-Y15
Beak Street,V15-W14
Bayswater Road,H16-P14
Bayswater Maria Montessori Children's House,G15
Bathurst Street,L14
Bathurst Mews,L14
Bateman's Buildings,X13-X14
Bateman Street,X14
Barton Street,Y21
Barrow Hill Road,M6-N5
Barrow Hill Junior School,M5
Barrett Street,R13-S13
Barnwood Close,H10
Barnsdale Road,E8
Barnard Lodge,F10
Barlow Place,T15-U15
Bark Place,H14-H15
Barfett Street,C8
Barbara Brosnan Court,K5-L5
Bandstand,W19
Banbury Court,Z14-Z15
Balvaird Place,X25-X26
Balniel Gate,X25
Balfour Place,R16
Balfour Mews,R16
Balderton Street,R14
Balcombe Street,O9-P10
Baker's Mews,R12-R13
Baker Street,P9-Q13
Babmaes Street,W16
Ayrton Road,K21-L20
Aylesford Street,W25-X26
Aybrook Street,R11-R12
Avery Row,T14-T15
Avery Farm Row,S24
Avenue Road,O4-O5
Audley Square,S17
Aubrey Place,J5
Atterbury Street,X24-Y24
Asian Muslim Cultural Centre,G10
Ashworth Road,H7-I8
Ashmore Road,D5-D9
Ashmill Street,N10
Ashley Place,U22
Ashland Place,R11
Ashbridge Street,M9-N10
Arundel Street,AC14-AC15
Artillery Row,W21-W22
Artillery Place,W22
Artillery Mansions,W22
Artesian Road,E13-F13
Arnold House School,K5
Arneway Street,X22
Arne Street,Z13-Z14
Arlington Street,U17
Argyll Street,U13-U14
Archibald Mews,S16
Archery Close,O14
Archer Street,W15
Aquila Street,M5
Apsley Way,R19-S19
Apple Tree Yard,W16
Ann's Close,Q20
Angel Court,V17-V18
Andrew's Crosse,AC14-AD14
Andover Place,H5
American School in London,K5
Ambrosden Avenue,V21-V22
Amberley Road,G10
Ambassador's Court,U20-V18
Alpha Close,O8
Alperton Street,C8
"Alma Square, Hamilton Gardens",J6-K6
Alma Square,J6-K6
